iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
96,81.63157987594604,242.1413794514786,1589.6649876813167,16043.615724255042,-94.40043445361646,1.0,176.44329179829822,0.05,0.038636207580566406,0.7775731086730957,0.025054256,0.035616912,149.49030525115342,1.0,60000,5.473267555236816,0.9751824497733073,0.823251466023138,204.98514935959952,0.0
97,84.97273015975952,143.4350250416937,768.3646615860574,10926.670934019146,-81.18092453117337,0.5,169.94918426884743,0.05,0.03959798812866211,0.7695784568786621,0.024791788,0.034765404,148.88477723020745,0.5,60000,5.2920451164245605,1.1120435206215384,0.7981341637507365,195.671428984033,0.0
98,83.41650795936584,83.23641725900266,82.24349874904671,233.03666277048478,-110.57461753304999,0.0,166.85475439392525,0.05,0.03923821449279785,0.6943442821502686,0.024828963,0.030239139,142.31994123308698,0.0,60000,5.303724050521851,8.063827922659003,0.9251325325494182,193.38660264195073,0.0
99,81.9649829864502,175.69237128637104,1107.7904902361379,14946.045233494515,-69.0078432775382,1.0,160.12905653614627,0.05,0.036661624908447266,0.6916775703430176,0.024406964,0.040306803,145.6571842384154,1.0,60000,5.239468574523926,0.9961444633497023,0.8125535904539172,198.09409187114736,0.0
100,83.7602527141571,121.6715287354028,565.1658705027106,8005.712909737049,-68.23818523551692,0.5,172.19646186326267,0.05,0.03934431076049805,0.7062270641326904,0.024761084,0.05234721,143.25861868811415,0.5,60000,5.490416526794434,1.1231952412984827,0.8589193540520481,209.92901544834638,0.0
101,87.38784646987915,86.30978094247195,79.85212210362712,238.28665625370465,-94.68525311727926,0.0,170.71709048028805,0.05,0.053377628326416016,0.887549877166748,0.024978446,0.027736843,86.30978094247195,0.0,60000,6.174151182174683,7.028592853416797,0.6665281547502608,190.82154369526725,0.0
102,85.94007229804993,233.0149474108783,1393.170846623613,14989.402113150532,-126.09187808130743,1.5,172.02970201604464,0.05,0.042763710021972656,0.9109454154968262,0.025378004,0.035978775,100.98029758931258,1.5,60000,5.843337059020996,0.9683602767320949,0.7672974695017332,199.89860340991606,0.0
103,85.07352662086487,162.63594819712156,1149.0248440829505,16338.369270302128,-85.02889982255381,0.5,166.0422183479303,0.05,0.0397038459777832,0.8015563488006592,0.025233008,0.032408487,107.14586265009348,0.5,60000,5.893453121185303,0.9640811238250839,0.7926523106156901,200.67533164046006,0.0
104,83.64811325073242,124.68555690561371,594.5391020378994,8436.452511545514,-116.95033557277297,0.5,190.7528455112923,0.05,0.04108572006225586,0.8157720565795898,0.024747362,0.02807194,108.8998320756455,0.5,60000,5.66483736038208,1.1314586277551109,0.8246458763134918,199.04995104545185,0.0
105,87.13490343093872,279.54336638040155,1687.0244065196082,17112.184140747937,-73.76318084016691,1.5,183.55354609740425,0.05,0.04063987731933594,0.7756462097167969,0.025113186,0.029555665,125.96418550612111,1.5,60000,6.447474718093872,0.9265579147653744,0.7554904139600187,211.47649582277455,0.0
106,88.65259552001953,130.60150768465735,720.7720126865917,10236.44816500928,-60.406338003111735,0.5,171.16406746457662,0.05,0.04981088638305664,0.8381314277648926,0.024637073,0.030019997,126.42791772397473,0.5,60000,6.347374677658081,1.344791702019532,0.781316006226344,192.30423420782333,0.0
107,86.83328580856323,85.27194586806492,78.0190270255329,238.0516501632851,-114.59262226733425,0.0,162.7265295937799,0.05,0.044387102127075195,0.814385175704956,0.024985539,0.029915394,122.31232053838374,0.0,60000,5.386702060699463,5.389177994847061,1.1631982966383154,203.4167330438935,0.0
108,86.40247941017151,159.73486810175825,1117.5371224170171,15819.670053880367,-68.40306851399357,0.5,163.917114408896,0.05,0.04380607604980469,0.8572080135345459,0.025104482,0.034837414,126.0545752947212,0.5,60000,5.448441028594971,0.9961717027834831,0.7932974274241686,201.75889731068418,0.0
109,85.930495262146,135.74665416073887,937.244446796453,13320.09971144329,-77.85834036914508,0.5,175.03229645207688,0.05,0.0423579216003418,0.8207535743713379,0.025376575,0.037223697,127.02378318132297,0.5,60000,6.2196431159973145,0.9727947799724949,0.742620674131723,185.60897691957808,0.0
110,90.44523596763611,252.43804819161414,1557.2358121679367,16305.755137380162,-89.60936116157795,1.5,165.62500796700783,0.05,0.04165148735046387,0.8692314624786377,0.025355168,0.037259307,139.5652096823521,1.5,60000,6.209482192993164,0.8488894177414618,0.7223807626130117,202.69773995527817,0.0
111,86.2210795879364,153.35028612181338,1163.7618069855664,16538.8225280097,-72.90051651093451,0.5,169.33958717708967,0.05,0.0440526008605957,0.7848236560821533,0.025073964,0.031019725,140.94371732629824,0.5,60000,5.992246389389038,1.082979674918437,0.7424578133933349,196.7495702944515,0.0
112,87.93403053283691,143.7042195691641,1073.093519024962,15244.284205213358,-66.73952728666148,0.5,153.89884843027383,0.05,0.043846845626831055,0.8015298843383789,0.024975048,0.040762644,141.21976755058483,0.5,60000,6.760607719421387,0.9398524479226632,0.7244807901765992,326.1115262309778,4.0
113,88.56185722351074,145.32693485225892,648.7052451483112,7759.678578391893,-59.321933533801065,1.0,186.90710288425095,0.05,0.040183305740356445,0.8930878639221191,0.025200427,0.027896238,141.63048428075223,1.0,60000,5.056529521942139,1.224999549253951,0.8941311290372894,188.689179139634,0.0
114,85.76773881912231,72.78010168752269,72.50524856994132,233.30433878037587,-75.60311345202231,0.0,166.14103284113347,0.05,0.04499697685241699,0.7587985992431641,0.02505478,0.029500222,134.74544602142927,0.0,60000,5.3469438552856445,9.115399530687629,1.1805878517339154,190.67442604200502,0.0
115,84.23295545578003,213.87049157372348,1321.0202480236464,15296.141205966907,-115.73454206841274,1.5,177.69677386716893,0.05,0.044263362884521484,0.7452700138092041,0.025679432,0.032644395,142.6579505766587,1.5,60000,6.477290391921997,0.9929629626929785,0.6755113175196408,195.70177056127343,0.0
116,82.7199022769928,335.67378055341413,1924.8702679837456,21509.25461768516,-100.85406981323446,2.5,157.67545834949976,0.05,0.0436704158782959,0.8239080905914307,0.022654388,0.033789307,161.95953357433424,2.5,60000,5.577258348464966,0.8210555259812703,0.5729369338051512,209.35800554140977,0.0
117,85.80649328231812,344.41258405281246,2017.773834746005,18333.463907906804,-72.24633528065914,2.5,174.07960795542542,0.05,0.041771888732910156,0.7292318344116211,0.024972375,0.029560164,180.20483862218208,2.5,60000,5.530576705932617,0.7178032732135406,0.5216276854036223,178.23836915615223,0.0
118,85.05822467803955,272.7574039952714,1715.7173173516433,18406.267273596008,-83.37301330987766,1.5,168.72845845093923,0.05,0.03992176055908203,0.7119560241699219,0.024197428,0.026319161,189.460095159491,1.5,60000,5.445205926895142,1.2345652599621946,0.7797805282093393,188.16074721508593,0.0
119,86.31278204917908,229.3168185136372,1424.0832280501422,18910.978427105772,-81.23467200809074,1.5,175.9273925342555,0.05,0.04591083526611328,0.7921872138977051,0.024753965,0.029350769,193.44576749490562,1.5,60000,5.606150150299072,0.8024812225721941,0.5976177002435454,195.1247330819844,0.0
120,85.73912262916565,202.98494512290316,1264.1496793646456,14829.728021552779,-74.68324378077467,1.0,175.93782409076854,0.05,0.04845714569091797,0.8213903903961182,0.025104739,0.030034073,194.39968525770539,1.0,60000,6.875767469406128,0.9699276247152335,0.7697598602846449,183.96461659550238,0.0
121,90.57721734046936,273.5793168813099,1533.2979427515913,15117.045231567754,-118.93391907068968,1.5,164.4493425591976,0.05,0.05874443054199219,0.896073579788208,0.02497904,0.033181,202.31764842006586,1.5,60000,6.24200963973999,0.8134756074456468,0.5922393942759917,192.07266505357265,0.0
122,89.41475558280945,328.78170285420055,1866.7214771606498,16730.453740990342,-87.69481126096755,2.0,164.28176531011695,0.05,0.04497361183166504,0.9157099723815918,0.02516099,0.034613248,214.96405386347934,2.0,60000,7.945592880249023,0.9396235845504324,0.6363787209784193,176.1360378749754,0.0
123,88.45279288291931,230.38563811233146,1408.4437654027743,16130.735280432009,-106.16151853715546,1.5,172.99484402542495,0.05,0.04599142074584961,0.8384106159210205,0.025232727,0.029420529,216.50621228836457,1.5,60000,6.00864052772522,0.9905199080000309,0.6288454587678564,174.41310494644688,0.0
124,86.37542986869812,263.38635860189186,1676.224597814588,16221.344762795148,-75.846347180269,1.5,164.26470569258785,0.05,0.04730653762817383,0.8705148696899414,0.024997909,0.03502268,221.1942269197173,1.5,60000,6.338437557220459,0.9169971837261947,0.6641860359915691,198.50258866232437,0.0
125,88.24155354499817,259.9792852417645,1528.2678977485944,15382.015409076987,-118.6414882360092,2.0,184.74169069460496,0.05,0.03949117660522461,0.8095808029174805,0.024948303,0.028029088,225.07273275192202,2.0,60000,5.4103827476501465,1.0266795465551208,0.6975348113831582,160.21071277972095,0.0
126,81.43712162971497,222.89612150633258,1428.5931490935877,15906.305237155204,-91.02139801472795,1.5,150.90993577157747,0.05,0.043628692626953125,0.8554644584655762,0.025420781,0.0328874,224.8550716273631,1.5,60000,5.1156628131866455,0.9533747430487955,0.5396429546808864,168.35358614279133,0.0
127,79.18802237510681,237.8767971836577,1713.9823216240984,17708.62300916088,-52.232045498306654,1.0,177.49175274102006,0.05,0.04535055160522461,0.896153450012207,0.024864346,0.030914066,226.15724418299257,1.0,60000,5.670282363891602,1.1227603099612458,0.6704837539471057,429.93077375612734,4.0
128,80.52692914009094,211.41348702963168,1432.7996871508813,18212.36426909016,-49.94519848910681,1.0,190.39712966607757,0.05,0.0483551025390625,0.9048218727111816,0.024839949,0.026790198,224.68286846765648,1.0,60000,5.789003133773804,0.9584616327725737,0.6695431513294415,172.98270170090132,0.0
129,80.85652446746826,432.4632092823867,2290.5183299437954,18170.90118129303,-118.26961217982543,3.0,184.0952242773611,0.05,0.04084634780883789,0.7816269397735596,0.025051637,0.029053805,245.46090254912951,3.0,60000,5.069361686706543,0.774416609979001,0.5755598127884025,158.66936333474692,0.0
130,80.87504458427429,321.0262010631471,1642.4859706213024,16334.958839908628,-96.17847261433614,3.0,170.5050651576216,0.05,0.04327583312988281,0.785872220993042,0.025058582,0.029864563,253.01743240053128,3.0,60000,5.480303525924683,0.845226353132752,0.58138738676706,164.33152360318846,0.0
131,81.55566930770874,311.55877575796376,1839.935044421097,16132.960139313624,-58.827203651602176,2.0,173.11068799122827,0.05,0.06271982192993164,0.898775577545166,0.024979956,0.03033962,258.87156673627453,2.0,60000,5.630283832550049,1.0019428495097416,0.6164108044288075,172.248207359332,0.0
132,80.88145422935486,373.47197232736863,2150.514498867892,19588.282699706724,-90.48380874078539,2.5,181.67650260823942,0.05,0.04154706001281738,1.0121161937713623,0.024818309,0.028435446,270.33160729538395,2.5,60000,6.517162084579468,0.8076407014023005,0.5731087395734299,169.05270748647982,0.0
133,81.0166289806366,467.7761125919375,2369.630961109995,17723.441522721543,-64.39125898482814,3.0,183.9400386754945,0.05,0.04560065269470215,0.802645206451416,0.024893206,0.027527567,290.0760578250393,3.0,60000,5.9772679805755615,0.7105683621541403,0.4811728885148955,148.399119371236,0.0
134,80.2812750339508,231.77400480848672,1618.8706869041355,17607.035985392675,-80.22999994494089,1.5,169.62440485673392,0.05,0.043837547302246094,0.7356557846069336,0.02502135,0.030796794,284.2458525233841,1.5,60000,4.974280118942261,1.1438768898500542,0.6537811149403591,182.5738673197761,0.0
135,82.8198812007904,283.43034889858075,1551.3664040583992,15693.936166886042,-107.4625920082246,2.5,172.26786974437115,0.05,0.04207253456115723,0.7730274200439453,0.025104238,0.029578635,284.16430216090373,2.5,60000,5.02980375289917,0.9653537846647413,0.6323340434681556,353.6277727425722,4.0
136,80.05723547935486,462.81145852414426,2250.778251745381,16731.333551872955,-57.41091272709265,4.0,172.445047320244,0.05,0.04255390167236328,0.7932651042938232,0.024720615,0.029786948,302.02901779722777,4.0,60000,5.7877702713012695,0.7896854024523703,0.5347210736918507,127.81251593305701,0.0
137,80.077627658844,550.399084757862,2486.6706858229554,15582.199070309754,-99.3692154229191,4.0,179.21119169166545,0.05,0.04068303108215332,0.8110542297363281,0.025065854,0.028135937,326.8660244932912,4.0,60000,6.322279453277588,0.8779764945528579,0.6330724225321579,482.7874054486828,4.0
138,82.56899571418762,393.5613436275625,2113.9455438352247,17721.188362932895,-62.13871275311097,3.0,165.9489727061487,0.05,0.04511857032775879,0.7569971084594727,0.024839796,0.032107107,333.53555640671834,3.0,60000,5.411320924758911,0.7825449091694928,0.5150496872752844,137.92920304399,0.0
139,80.44916653633118,283.51726463934443,1671.133381133984,18010.52514628842,-115.21318898010803,2.5,169.4081669687567,0.05,0.04233384132385254,0.7809083461761475,0.025230225,0.029387942,328.53372722998097,2.5,60000,5.466014862060547,1.0985339163492827,0.6440955463470356,134.39695091444798,0.0
140,80.96941637992859,425.4240737695919,1897.9037303914367,14492.144795727301,-88.04055526451947,4.0,175.60382365567352,0.05,0.043944597244262695,0.8336429595947266,0.024811726,0.030333802,338.2227618839421,4.0,60000,6.2171244621276855,0.8599646819206102,0.4896395244698677,115.83358299633863,0.0
141,79.09443974494934,497.60082947827107,2511.771622150512,20173.645132291862,-85.83999144096101,3.5,166.82722545442428,0.05,0.04352831840515137,0.877854585647583,0.024547892,0.029822955,354.16056864337503,3.5,60000,6.652013063430786,1.133958338557982,0.7314631025018051,376.9198688193378,4.0
142,81.33275008201599,651.1123352081422,2690.7849275193175,18297.00209632275,-94.67864976725471,5.0,170.08808937937349,0.05,0.03923988342285156,0.8111660480499268,0.024347872,0.029263739,383.8557452998517,5.0,60000,5.377830982208252,0.8811034157853589,0.5733185673395756,160.70500037281911,0.0
143,79.34487271308899,847.8121967360089,3204.915645257501,18712.82796019979,-112.03168514141684,6.5,175.87627069814027,0.05,0.042888641357421875,0.7447590827941895,0.025303854,0.028606767,430.25139044346747,6.5,60000,5.3001790046691895,0.8418766367103814,0.6149456288779253,135.1562449670433,0.0
144,79.32911014556885,396.8923457351318,2257.892591983305,20875.136669383068,-84.90899223695507,3.5,170.33907586891868,0.05,0.04726815223693848,0.8070147037506104,0.024988206,0.03000188,426.9154859726339,3.5,60000,5.0796284675598145,0.8954251232043169,0.6506144883169781,131.4879090185644,0.0
145,81.29056763648987,504.97637763880897,2316.449637279722,16691.577753797308,-119.56281905550814,4.5,169.99869312207852,0.05,0.04245638847351074,0.7550854682922363,0.024974976,0.030157363,434.72157513925146,4.5,60000,5.147278547286987,0.8078313491051984,0.5793039160226089,100.1340673133979,0.0
146,79.43304896354675,709.9888207860465,3039.4295780832085,19715.826667477268,-70.75172567591854,5.0,174.56251335882683,0.05,0.041190147399902344,0.8184802532196045,0.024779215,0.029651985,462.24829970393097,5.0,60000,5.158866882324219,0.7223328964893149,0.43807847483276796,93.65577213704597,0.0
147,80.65486240386963,1077.9944684524435,3647.9652423465923,17574.91230159317,-110.4759497503975,8.0,169.0898975831102,0.05,0.04703402519226074,0.8394062519073486,0.025217505,0.030570153,523.8229165787823,8.0,60000,6.114976406097412,0.7499690362001225,0.5118592991827196,102.96277638097494,0.0
148,78.87731289863586,473.83030534871364,2484.0924400331687,19184.91926215794,-73.58693765367325,3.5,168.7097793420367,0.05,0.040042877197265625,0.8607888221740723,0.024959141,0.029624034,518.8236554557755,3.5,60000,6.203319072723389,0.9805730812989394,0.6390978251772225,103.9926718500748,0.0
149,79.97539520263672,658.0503668442049,2693.2006556110878,16505.45502216306,-74.4508606938046,5.5,163.7991452862186,0.05,0.038211822509765625,0.7837154865264893,0.024872722,0.03233898,532.7463265946184,5.5,60000,4.90117621421814,0.886932902477787,0.5655511621571927,658.2878144337105,8.0
150,79.07329559326172,720.1261198678586,2922.409170539899,19985.85687339585,-86.12263720251764,6.0,171.50986097416276,0.05,0.0380551815032959,0.713390588760376,0.024896827,0.029670443,551.4843059219425,6.0,60000,4.931469202041626,0.8628883354519647,0.48378948581642234,454.8740103214565,4.0
151,79.13353133201599,714.8764159249357,2960.6190174964568,18420.216851050758,-99.49212764041894,5.5,173.9325075688782,0.05,0.03713202476501465,0.7115428447723389,0.024840867,0.02963435,567.8235169222418,5.5,60000,4.725318431854248,0.8586893399319854,0.6007367818755412,96.72413724558828,0.0
152,78.60611510276794,735.110759291361,3081.6235899315125,19094.436921598466,-85.64025228432874,6.0,166.67195883034853,0.05,0.03880667686462402,0.7070727348327637,0.025012935,0.030364113,584.5522411591537,6.0,60000,4.7267820835113525,0.7179862312858837,0.545420833299881,97.82694795385,0.0
153,77.8638083934784,1240.7870408992449,3998.336733930675,19405.286103539074,-80.64582138487181,9.5,162.48100747284124,0.05,0.04065823554992676,0.7875754833221436,0.02526095,0.03186052,650.1757211331628,9.5,60000,4.937582731246948,0.7475840455717314,0.5214969593214211,85.32137777646942,0.0
154,78.40727424621582,851.7648549893948,3302.4460305709,20486.00708363536,-57.41805122153496,6.5,169.1719166766063,0.05,0.044725656509399414,0.8893473148345947,0.02492827,0.029875545,670.3346345187861,6.5,60000,5.071252822875977,0.8422804151056617,0.5033648623543785,76.98013498244825,0.0
155,76.86636209487915,1053.229813613394,3780.065671050883,20301.34022979845,-92.15798699493159,8.0,173.45202100193967,0.05,0.06266069412231445,0.8472437858581543,0.02485103,0.029708132,708.6241524282469,8.0,60000,5.298948287963867,0.7696013920730955,0.5353516073745292,698.9322946754921,4.0
156,78.37979912757874,1169.2683172347147,4128.839665533288,19513.915916779457,-94.9278437812692,8.0,165.9637405106248,0.05,0.04429030418395996,0.852863073348999,0.024966754,0.030542742,754.6885689088938,8.0,60000,5.4355597496032715,0.7041630906406348,0.5898113092298666,539.1278882894372,4.0
157,76.98439288139343,1615.216730035047,4543.86947776337,19580.495622073522,-99.10291881956235,12.5,170.87175444772691,0.05,0.038762569427490234,0.7369704246520996,0.025055708,0.02991125,840.7413850215091,12.5,60000,5.38714861869812,0.5603198751756324,0.4055458354861271,764.9242474988786,4.0
158,79.04895806312561,957.124648228891,3615.938776188275,21987.45128940036,-127.07626117071848,7.5,167.99534155154194,0.05,0.039121389389038086,0.770251989364624,0.025073072,0.029348014,852.3797113422474,7.5,60000,5.7596213817596436,0.7457116984472527,0.46255670373147134,103.77012903644258,0.0
159,77.78750324249268,1575.740437227694,4441.000668473869,19694.043812462958,-133.5173293708752,11.5,174.3019322763459,0.05,0.05640745162963867,0.7813467979431152,0.025281612,0.028928734,924.7157839307921,11.5,60000,4.812159776687622,0.7148094313042767,0.5293009829092303,499.38541505274,4.0
160,78.19951629638672,530.375900054738,2668.186014737849,18811.395034677593,-102.60424804965702,4.0,165.97289312385695,0.05,0.04636883735656738,0.8302195072174072,0.025160557,0.030086907,885.2817955431867,4.0,60000,5.141115188598633,0.9725791406716878,0.5793818122092786,1606.469044006095,16.0
161,77.5538272857666,920.3791444522434,3786.9540264044913,19671.477445731998,-64.6232043320371,6.0,177.05111839610586,0.05,0.043344974517822266,0.8437314033508301,0.02500807,0.028846554,888.7915304340925,6.0,60000,6.554734230041504,0.8053625527758248,0.6159980658921675,42.19595881763084,0.0
162,76.90177369117737,1589.3646988215642,4664.136820379829,20084.154728439436,-125.66667717057788,11.5,171.24519275249543,0.05,0.04290366172790527,0.8353209495544434,0.02515332,0.03011987,958.8488472728396,11.5,60000,6.336201190948486,0.7539338718068782,0.522872726070762,1222.3099680000414,8.0
163,78.04269671440125,1709.7684708264674,4955.319729159873,19385.938414374003,-64.66810492338824,11.0,179.0792910039299,0.05,0.04386448860168457,0.836655855178833,0.024704514,0.028137334,1033.9408096282025,11.0,60000,6.1871747970581055,0.6555087207272883,0.4449396614885128,1414.3489396254342,12.0
164,77.5374047756195,1572.4965854129812,4800.266886070769,20603.392115370385,-86.59921522511178,10.5,170.4549663115137,0.05,0.04295945167541504,0.8163623809814453,0.025111623,0.02906389,1087.7963872066803,10.5,60000,5.379302740097046,0.6625843218278998,0.4630819343200909,1423.2528062170502,8.0
165,77.94045114517212,2039.1805500531984,5281.205408970986,18803.164319023257,-63.784996332267355,13.5,177.2940473585945,0.05,0.04196310043334961,0.7997708320617676,0.02487242,0.028490104,1182.934803491332,13.5,60000,5.88585352897644,0.6718655807772668,0.535497895315779,87.97980956348256,0.0
166,77.83273577690125,1718.9811997701324,4806.52734844394,19878.26716302687,-69.040575414074,13.0,174.9779856154623,0.05,0.04688763618469238,0.798372745513916,0.025280962,0.029005505,1236.5394431192121,13.0,60000,5.681645393371582,0.7034025002116192,0.536599381705414,861.8886524235983,8.0
167,77.39087319374084,1512.7641263727003,4701.518972021303,20782.14296881704,-78.83823573149827,10.0,174.83172669727145,0.05,0.05742192268371582,0.862238883972168,0.024993217,0.028988492,1264.1619114445612,10.0,60000,5.376652479171753,0.8089841158449076,0.5405556214289847,1314.3570498544896,8.0
168,77.09038519859314,1362.1367949458277,4480.623541279055,20281.765072763577,-181.64138905771478,9.0,166.31402005180638,0.05,0.045978546142578125,0.8694005012512207,0.025177142,0.029941441,1273.959399794688,9.0,60000,4.752354383468628,0.7642909077511288,0.5175074084334417,856.9065204972096,8.0
169,76.32071185112,1931.1826647459175,5413.834715520529,20991.612501308882,-87.14898039699504,12.0,177.7375621191039,0.05,0.04312586784362793,0.8196556568145752,0.024910994,0.028103802,1339.681726289811,12.0,60000,4.908764123916626,0.5946366692895354,0.4296912305057858,2011.586246018809,12.0
170,76.75590801239014,1872.2972271678998,5190.672540996264,20790.039142945134,-128.92983903660877,12.5,171.19448449039322,0.05,0.05680108070373535,0.8623001575469971,0.0251712,0.028672412,1392.94327637762,12.5,60000,5.683890342712402,0.6516650975727721,0.47590494894051194,34.26608643746145,0.0
171,76.22788739204407,1477.0818150822272,4653.923150734459,21287.76184628272,-81.57384732417626,10.0,165.88432036283314,0.05,0.04564976692199707,0.7602958679199219,0.025102355,0.02931255,1401.3571302480807,10.0,60000,5.090787172317505,0.6199498230733023,0.473356549898675,1480.6369329764245,8.0
172,76.58336663246155,2159.7331935593356,5641.4498033082455,20799.290096924662,-127.64218091378685,13.5,177.41836983520147,0.05,0.04532170295715332,0.8417172431945801,0.025089957,0.028385373,1477.1947365792064,13.5,60000,4.937689304351807,0.5568196104550577,0.4296655556077912,838.179844022135,4.0
173,76.33265829086304,1582.910102866008,5033.6050242019255,21087.063957313538,-109.61614798050887,10.0,174.2968634205278,0.05,0.043378591537475586,0.8194577693939209,0.025077652,0.028504297,1487.7662732078866,10.0,60000,5.09624719619751,0.7801172396146148,0.5463034621640755,2006.9432991014523,12.0
174,76.72478652000427,1751.253306536377,5249.0035426115965,21080.877617868584,-70.20748768415993,11.0,186.00231723504723,0.05,0.04083061218261719,0.8262872695922852,0.025057117,0.026908707,1514.1149765407358,11.0,60000,5.2466113567352295,0.6864513053166705,0.5235484537908419,1173.7059680277366,8.0
175,75.83709859848022,2377.8985426596296,6071.964020483702,20405.26198225053,-110.4415622076199,14.5,168.9531311659569,0.05,0.0394132137298584,0.8021888732910156,0.024886543,0.03224311,1600.4933331526252,14.5,60000,5.391711235046387,0.6490728578665114,0.4856358388522632,2262.9393792299384,16.0
176,76.3200798034668,1996.9386082206888,5609.79024756519,21492.014502911577,-59.344903155633276,12.0,177.95543601947836,0.05,0.03690695762634277,0.6969022750854492,0.024985434,0.028081194,1640.1378606594317,12.0,60000,5.0598297119140625,0.6073025738172972,0.4840919985612243,769.9966323413198,4.0
177,75.57255148887634,1991.4200310594454,5717.966749576556,21475.305975974487,-93.85736626704146,11.5,180.41419353877342,0.05,0.049057960510253906,0.8228423595428467,0.024940604,0.027636668,1675.266077699433,11.5,60000,6.365208148956299,0.6265968303438313,0.45956445412016744,2798.0776957412245,16.0
178,76.05764055252075,2564.7462929099793,6007.149420749981,20691.082201292047,-72.38858134663084,17.5,172.1657862005242,0.05,0.048039913177490234,0.8945391178131104,0.024958178,0.029268416,1764.2140992204877,17.5,60000,6.125812292098999,0.6169459849309272,0.47038099067642125,1576.5766299431482,12.0
179,77.26337337493896,2113.0973840591264,5818.97487122879,20783.030886128894,-116.1698506990724,12.5,174.36061147618605,0.05,0.04790806770324707,0.8704414367675781,0.02514001,0.029016837,1799.1024277043516,12.5,60000,5.833989381790161,0.6494513171887316,0.4913607265259412,1196.990305949733,8.0
180,76.87070226669312,2749.5912060465066,6430.20400902188,21189.034057362434,-82.539811963387,16.5,174.47744137905414,0.05,0.048269033432006836,0.9199268817901611,0.025109949,0.028868617,1894.1513055385672,16.5,60000,5.628056287765503,0.6650174490514255,0.49129947326329043,2575.9165388444003,16.0
181,76.9732358455658,2164.3219135705217,5872.559262882078,22088.986250091482,-83.05533635486293,13.0,175.88933463977327,0.05,0.04985213279724121,0.932502269744873,0.024960298,0.028510151,1921.1683663417627,13.0,60000,5.765164375305176,0.6043445831108859,0.4565005135727689,1358.3495880130827,8.0
182,76.29221224784851,2595.4882995805615,6234.668051050178,21590.091379105554,-61.169184013576995,16.0,170.60208180932378,0.05,0.04578733444213867,0.8850581645965576,0.02497458,0.029401544,1988.6003596656426,16.0,60000,4.088679075241089,0.5930276491847176,0.4660120651030316,2178.263684349118,12.0
183,76.28953647613525,1642.3998117601525,5096.639073649446,20975.726577349236,-118.76467755354388,10.0,163.52970870715714,0.05,0.043703317642211914,0.8698794841766357,0.02499491,0.030404517,1953.9803048750937,10.0,60000,4.130660057067871,0.6716814744107497,0.4711850631470739,2514.770591738425,16.0
184,76.08803105354309,1636.0781453406298,5127.231719072839,21488.60080101098,-71.8588071616828,10.0,175.03035177182406,0.05,0.046350955963134766,1.0111463069915771,0.024873804,0.028627165,1922.1900889216474,10.0,60000,4.293673515319824,0.9200294697595505,0.4575472521601443,827.1295572022843,4.0
185,76.26580023765564,2349.333342236247,5902.847584287724,20696.82093964519,-80.87354245417612,15.0,183.54555271447265,0.05,0.04610872268676758,0.7659029960632324,0.02498957,0.028261697,1964.9044142531075,15.0,60000,4.1455559730529785,0.7160988151961029,0.5127299008332323,2406.673514925121,20.0
186,76.19280171394348,3153.7491499992107,6957.053132094464,20588.72682141771,-72.76500556498381,18.0,175.54388074874842,0.05,0.04488945007324219,0.8384158611297607,0.025203943,0.028965972,2083.7888878277176,18.0,60000,4.410249948501587,0.5742591728341556,0.47257018819070595,818.1938362111057,4.0
187,76.86871838569641,2269.629916534063,6081.252971276078,21381.1845351887,-61.59781001972397,13.0,176.0853830656362,0.05,0.045142173767089844,0.9414725303649902,0.024933763,0.02829832,2102.372990698352,13.0,60000,4.531557321548462,0.6676867307378893,0.43723661740623665,2887.6853267636075,16.0
188,75.95786643028259,2489.8192243296176,6277.399695223775,20585.40510898954,-70.2859438280617,14.0,182.28604940159275,0.05,0.04178595542907715,0.750892162322998,0.024710903,0.027693065,2141.117614061479,14.0,60000,5.593893766403198,0.5526246158636946,0.43321855303679946,795.9528393011983,4.0
189,76.0188844203949,2731.731006880443,6559.687267985468,21295.32691893071,-60.181344792737036,15.5,173.42369363570674,0.05,0.05542802810668945,0.7564024925231934,0.025157373,0.028777301,2200.1789533433753,15.5,60000,4.92875862121582,0.6538981410800873,0.43433768586511273,2915.077828925992,16.0
190,75.51345443725586,3323.460032624798,7119.243218657265,22192.119382848636,-65.23183765983893,19.0,172.6631963083616,0.05,0.04506230354309082,0.7364771366119385,0.024989193,0.028794888,2312.5070612715176,19.0,60000,5.125266075134277,0.5139534629595963,0.375286325828372,3471.4709261832345,24.0
191,75.57909965515137,2668.078772788184,6470.604865189649,21888.991535876656,-48.55116346430166,15.5,165.02283697604477,0.05,0.05294632911682129,0.8452999591827393,0.025213106,0.030271627,2348.0642324231844,15.5,60000,4.994393348693848,0.5473180307907236,0.4165324819590695,5744.628464994541,32.0
192,75.69550943374634,2398.054250606131,6293.488419127353,21205.36803252232,-127.90078063901376,14.0,171.5725967583715,0.05,0.04636335372924805,0.8047537803649902,0.025002306,0.028865615,2353.063234241479,14.0,60000,6.077500820159912,0.6528863900111985,0.4908360204655083,3664.8134415221343,24.0
